"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1998:Q1","ageunder40",10.2,13.4,17.6,25.6,7.5,12.6,14.1,10.4,34.3,32.8,44.4,9.9
"1998:Q2","age70plus",20.6,18.4,19,11.8,21.3,12.3,13.4,27.5,3.8,3.1,2.4,17.7
"1998:Q2","age55to69",35.3,32.9,27.8,27.2,38.7,34.4,33,33.8,17.6,17.1,15.8,32
"1998:Q2","age40to54",33.8,35.3,35.6,35.6,32.4,40.7,39.1,28.5,44.5,47.2,37.6,40.8
"1998:Q2","ageunder40",10.2,13.4,17.6,25.3,7.6,12.6,14.5,10.2,34.1,32.6,44.2,9.4
"1998:Q3","age70plus",19.9,17.6,17.9,11.6,20.5,12,13.2,26.4,3.8,3.2,2.5,17.7
"1998:Q3","age55to69",35.3,32.9,26.7,26.7,37.9,35.8,33.1,34.8,17.8,17.3,16.1,30.8
"1998:Q3","age40to54",34.4,35.8,37.1,37.3,33.6,40.1,38.9,28.5,44.4,47.1,37.4,41.8
"1998:Q3","ageunder40",10.4,13.7,18.3,24.4,8,12.1,14.8,10.3,34,32.4,44,9.7
"1998:Q4","age70plus",20.9,18.6,18.7,11.7,21.5,12.5,13.8,28.3,3.7,3.1,2.6,17.2
"1998:Q4","age55to69",35.1,32.7,27.5,27.1,38.8,33.9,34,33.1,17.6,17.2,16,30.9
"1998:Q4","age40to54",33.9,35.3,36.2,36.2,32.1,41.2,38.5,28.1,44.6,47.3,37.7,41.8
"1998:Q4","ageunder40",10.1,13.3,17.5,25,7.6,12.5,13.7,10.5,34,32.5,43.8,10.1
"1999:Q1","age70plus",20.8,18.5,18.3,11.5,21.7,12.5,14,27.9,3.6,2.8,2.4,17.8
"1999:Q1","age55to69",34.7,32.3,27.1,26.7,38.5,33.1,34.1,33,17.5,16.9,15.8,31.7
"1999:Q1","age40to54",34.5,35.9,37,36.8,32.1,41.9,38.7,28.7,45,47.7,38.3,41
"1999:Q1","ageunder40",10,13.3,17.6,25,7.7,12.4,13.2,10.3,33.9,32.6,43.6,9.5
"1999:Q2","age70plus",21.1,18.7,18.6,11.6,22.2,12.7,14.4,28,3.5,2.7,2.4,18.6
"1999:Q2","age55to69",34.6,32.3,27.3,26.8,38.7,32.4,34.1,32.6,17.5,16.8,15.6,33.1
"1999:Q2","age40to54",34.5,35.9,36.9,36.4,31.5,42.6,38.8,29,45.2,47.9,38.7,39.3
"1999:Q2","ageunder40",9.8,13.1,17.2,25.1,7.6,12.4,12.7,10.3,33.8,32.6,43.4,8.9
"1999:Q3","age70plus",20.8,18.4,18.1,11.7,22.2,12.2,14.6,27.8,3.5,2.6,2.4,19.1
"1999:Q3","age55to69",34.4,32,26.8,26.4,38.2,32.7,34.5,32.4,17.4,16.8,15.5,33.9
