"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2001:Q2","Black",3.3,3.9,4.6,6.4,1,6.7,1.2,3.1,7.6,6.8,10.8,3
"2001:Q2","Hispanic",2,2.4,3.2,3.5,0.9,3.4,1.4,1.7,4.7,4.6,5.7,0.6
"2001:Q2","Other",3.4,3.5,4.3,3.1,3,3,4.6,2.6,4,3.8,4.8,2.4
"2001:Q3","White",91.5,90.3,88.3,86.9,95.6,87,92.7,93.1,83.5,84.4,78.2,95.3
"2001:Q3","Black",3.3,4,4.5,6.5,1,6.6,1.2,2.9,7.7,6.8,11.3,3
"2001:Q3","Hispanic",2.1,2.5,3.1,3.7,0.9,3.4,1.5,1.6,4.7,4.7,5.7,0.7
"2001:Q3","Other",3.1,3.3,4.1,2.9,2.4,3,4.6,2.5,4.1,4.1,4.9,1
"2001:Q4","White",91.3,90.1,88,86.6,95.1,86.6,93.4,93,83.3,84.5,77.8,94.5
"2001:Q4","Black",3.4,4.1,4.6,6.4,1,7,1.5,2.9,7.8,6.9,11.2,2.9
"2001:Q4","Hispanic",2,2.4,3.2,3.8,0.9,3.5,1.3,1.2,4.9,4.9,5.9,0.5
"2001:Q4","Other",3.3,3.4,4.2,3.2,2.9,2.9,3.8,2.8,4,3.7,5.1,2
"2002:Q1","White",91.1,89.9,87.5,86.1,95.1,86.5,93.9,92.7,83,84,77.8,94.5
"2002:Q1","Black",3.6,4.2,4.7,6.5,1.1,7.1,1.6,3,7.7,6.8,11.4,2.8
"2002:Q1","Hispanic",2.1,2.5,3.4,4,0.9,3.4,1.2,1.4,5,4.9,5.9,0.4
"2002:Q1","Other",3.3,3.4,4.4,3.4,2.9,3,3.3,2.9,4.3,4.3,5,2.2
"2002:Q2","White",91,89.7,86.8,85.2,95.4,86.5,94.6,92.8,82.4,83.5,77.4,94.3
"2002:Q2","Black",3.7,4.3,4.9,6.7,1.1,7,1.7,3.1,7.8,6.7,11.6,2.6
"2002:Q2","Hispanic",2.2,2.6,3.6,4.4,1,3.4,1,1.8,5.1,5,6,0.3
"2002:Q2","Other",3.1,3.4,4.7,3.7,2.4,3.1,2.7,2.3,4.7,4.7,5.1,2.8
"2002:Q3","White",91,89.6,86.7,84.9,96.1,86.5,95,92.8,82.2,83.2,77.3,93.9
"2002:Q3","Black",3.7,4.3,4.9,6.6,1.2,6.9,1.8,3,7.7,6.7,11.5,2.4
"2002:Q3","Hispanic",2.3,2.7,3.7,4.8,1.1,3.3,0.8,1.8,5.2,5.2,6,0.4
"2002:Q3","Other",3,3.3,4.8,3.7,1.6,3.2,2.4,2.5,4.9,4.8,5.1,3.4
