"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2003:Q1","SomeCollege",7661673,9632648,3200169,752701,776708,2250502,1015945,1636623,1970975,1400023,519329,51623
"2003:Q1","HS",7198450,8896606,2978805,822862,482782,2338758,730599,1542801,1698156,1168523,508222,21412
"2003:Q1","NoHS",2311279,2680462,1085824,238303,120921,571038,190649,473728,369183,257411,111971,-199
"2003:Q2","College",28491556,33157954,9512595,1759058,5485741,6560027,3864719,5975816,4666398,3528727,864904,272767
"2003:Q2","SomeCollege",8001288,10066377,3266449,764329,901077,2410019,1056910,1667592,2065089,1460703,528461,75925
"2003:Q2","HS",7297197,9045923,2989943,821095,562796,2389529,735110,1547451,1748726,1209599,516217,22910
"2003:Q2","NoHS",2316128,2695022,1126458,241612,132923,515403,198206,480420,378894,264469,112349,2076
"2003:Q3","College",29069300,33905463,9735762,1787807,5836206,6663670,3946820,5935198,4836163,3695340,885740,255083
"2003:Q3","SomeCollege",8166666,10284985,3363506,769612,941226,2457436,1108764,1644441,2118319,1511674,539463,67181
"2003:Q3","HS",7421510,9196905,3050169,836576,584445,2430422,738514,1556777,1775395,1232886,519799,22710
"2003:Q3","NoHS",2335921,2718495,1159014,236876,133919,490044,206416,492227,382574,267966,114673,-64
"2003:Q4","College",30356988,35319564,9921540,1817352,6582322,6913144,4012530,6072676,4962576,3802331,905762,254484
"2003:Q4","SomeCollege",8582378,10755959,3496098,780725,1040133,2606595,1156100,1676308,2173581,1565681,551281,56620
"2003:Q4","HS",7673460,9503868,3180623,842795,647701,2469757,737851,1625141,1830409,1271816,530205,28388
"2003:Q4","NoHS",2304590,2697286,1148282,236793,141017,439076,216026,516093,392697,275053,115684,1959
"2004:Q1","College",32300548,37384367,10435494,1851776,6966019,7082774,4168716,6879587,5083819,3913799,902630,267390
"2004:Q1","SomeCollege",8891610,11107896,3593525,794639,1084339,2658508,1183772,1793113,2216285,1606910,549560,59816
"2004:Q1","HS",7841211,9691758,3183551,851181,674125,2515665,772575,1694661,1850547,1290722,531185,28640
"2004:Q1","NoHS",2381633,2774793,1231256,240162,141706,426948,214556,520166,393161,278267,113098,1796
"2004:Q2","College",32671041,37952365,10737324,1887858,6897017,7230975,4427788,6771402,5281323,4089036,912547,279740
"2004:Q2","SomeCollege",9039085,11321011,3744778,800159,1062350,2705021,1239236,1769468,2281926,1664642,554711,62573
"2004:Q2","HS",8004020,9890413,3303295,874771,655357,2552380,816747,1687865,1886393,1323072,534224,29097
"2004:Q2","NoHS",2395807,2794775,1264120,232324,135446,412905,217044,532935,398968,283489,113057,2421
"2004:Q3","College",33462396,38892727,11141506,1906616,6907833,7334127,4695912,6906733,5430331,4229809,937523,262999
"2004:Q3","SomeCollege",9223354,11571367,3914878,809077,1057789,2709675,1290639,1789310,2348014,1722842,568531,56641
"2004:Q3","HS",8259301,10191571,3452953,874158,654192,2626013,859412,1724842,1932270,1362383,543469,26417
"2004:Q3","NoHS",2422040,2828430,1263738,237986,131740,422656,224540,547769,406390,290369,115353,668
"2004:Q4","College",35029289,40642592,11554106,1931963,7468012,7659484,4887028,7141999,5613303,4351168,962896,299239
"2004:Q4","SomeCollege",9579977,12005088,4033763,829313,1139928,2854294,1328272,1819518,2425111,1772281,583994,68837
